"","full_text","Handle","text"
"2238","Did you watch the documentary? I mean how ignorant are we going to be? Kanye is accurately referring to the trial— everything was clarified in the George Floyd trial where they showed the full arrest tape from different angles.

YOU WERE LIED TO. WAKE UP. 

#GreatestLieEverSold https://t.co/04pEbDEElx","candace","Did you watch the documentary  I mean how ignorant are we going to be  Kanye is accurately referring to the trial  everything was clarified in the George Floyd trial where they showed the full arrest tape from different angles 

YOU WERE LIED TO  WAKE UP  

 GreatestLieEverSold "
"2239","@Dynasty_215 https://t.co/LXqiBrS4Zo","candace"," Dynasty 215 "
"2240","@Kurrco Did you watch the documentary? I mean how ignorant are we going to be? Kanye is accurately referring to the trial— everything was clarified in the George Floyd trial where they showed the full arrest tape from different angles.

YOU WERE LIED TO. WAKE UP. 

#GreatestLieEverSold","candace"," Kurrco Did you watch the documentary  I mean how ignorant are we going to be  Kanye is accurately referring to the trial  everything was clarified in the George Floyd trial where they showed the full arrest tape from different angles 

YOU WERE LIED TO  WAKE UP  

 GreatestLieEverSold"
"2241","@kris_lewis14 I’m just congratulating them on a game. I’m unsure what this has to do with my having supporters on both sides.","candace"," kris lewis14 I m just congratulating them on a game  I m unsure what this has to do with my having supporters on both sides "
"2242","Congratulations to the Tennessee Vols! 

Great game.","candace","Congratulations to the Tennessee Vols  

Great game "
"2243","@RepThomasMassie Ashley Biden referring to her father as taking inappropriate showers didn’t sound very endearing or charming either.","candace"," RepThomasMassie Ashley Biden referring to her father as taking inappropriate showers didn t sound very endearing or charming either "
"2244","RT @RepThomasMassie: This is inappropriate behavior. It’s not endearing or charming; it’s  creepy. The fact that he’s been using this line…","candace","RT  RepThomasMassie  This is inappropriate behavior  It s not endearing or charming  it s  creepy  The fact that he s been using this line "
"2245","RT @MarcLobliner: BLM is the largest scam in modern history.

Watched @RealCandaceO movie. 

Shocking.","candace","RT  MarcLobliner  BLM is the largest scam in modern history 

Watched  RealCandaceO movie  

Shocking "
"2246","I am humbled by such an incredible week. 
My #greatestlie doc dropped and is being tremendously received. 
My family flew in and surprised me at our huge, successful premiere. 

And my baby girl just started rolling over. 💕

My life is full. 

Have a happy weekend guys! https://t.co/XlqZFy3Sbo","candace","I am humbled by such an incredible week  
My  greatestlie doc dropped and is being tremendously received  
My family flew in and surprised me at our huge  successful premiere  

And my baby girl just started rolling over  

My life is full  

Have a happy weekend guys  "
"2247","RT @RepThomasMassie: Why didn’t the news cover this:

Democrats attached billions of dollars of Ukraine war spending to the bill that provi…","candace","RT  RepThomasMassie  Why didn t the news cover this 

Democrats attached billions of dollars of Ukraine war spending to the bill that provi "
"2248","RT @votedegrammont: @Blklivesmatter A whole documentary exposing BLM 
https://t.co/wSNxZPLbQW","candace","RT  votedegrammont   Blklivesmatter A whole documentary exposing BLM 
"
"2249","@JordynTilchen You do not have the power to make me stop talking. 

How does that make you feel?","candace"," JordynTilchen You do not have the power to make me stop talking  

How does that make you feel "
"2250","@RealSaavedra @JonnyToThe 😂😂😂😂😂😂","candace"," RealSaavedra  JonnyToThe "
"2251","@KassyDillon @ABSaks @TheLaurenChen @JeremyDBoreing I didn’t say I was going to bed. I bid you a “Good night”. We went over this earlier but just because you say something, doesn’t make it so.

The article doesn’t mention my name. Can you help us identify what conservatives you think it may have been referencing in subtext? https://t.co/ywDpi7G0z1","candace"," KassyDillon  ABSaks  TheLaurenChen  JeremyDBoreing I didn t say I was going to bed  I bid you a  Good night   We went over this earlier but just because you say something  doesn t make it so 

The article doesn t mention my name  Can you help us identify what conservatives you think it may have been referencing in subtext  "
"2252","@TheLaurenChen @KassyDillon @ABSaks @JeremyDBoreing Losing so much respect for her as she keeps up this bad acting.","candace"," TheLaurenChen  KassyDillon  ABSaks  JeremyDBoreing Losing so much respect for her as she keeps up this bad acting "
"2253","@KassyDillon @ABSaks @TheLaurenChen @JeremyDBoreing Is the implication here that you were forced to share/support articles and threads insulting me as a part of your job?","candace"," KassyDillon  ABSaks  TheLaurenChen  JeremyDBoreing Is the implication here that you were forced to share support articles and threads insulting me as a part of your job "
"2254","@ABSaks @KassyDillon @TheLaurenChen @JeremyDBoreing More gaslighting by making everyone say what she wants to say and then pretending she never wanted to say it. https://t.co/WFSA0sZXMq","candace"," ABSaks  KassyDillon  TheLaurenChen  JeremyDBoreing More gaslighting by making everyone say what she wants to say and then pretending she never wanted to say it  "
"2255","@ABSaks @KassyDillon @TheLaurenChen @JeremyDBoreing The Daily Wire is not a Jewish website and I did not defend Kanye’s tweets so I have no idea why Kassy Dillon, (who just wants an open dialogue by the way) chose to like this tweet.","candace"," ABSaks  KassyDillon  TheLaurenChen  JeremyDBoreing The Daily Wire is not a Jewish website and I did not defend Kanye s tweets so I have no idea why Kassy Dillon   who just wants an open dialogue by the way  chose to like this tweet "
"2256","@PimpinMikeLowry @TheConsciousLee @MissPrettyLiLi LMFAO I just watched this and it made entirely no sense! I am glad you can admit that. I think people just… liked the flow? 

I will definitely be responding to it. This is just good fun.","candace"," PimpinMikeLowry  TheConsciousLee  MissPrettyLiLi LMFAO I just watched this and it made entirely no sense  I am glad you can admit that  I think people just  liked the flow  

I will definitely be responding to it  This is just good fun "
"2257","#greatestlieeversold 

https://t.co/JAELqTX1GL","candace"," greatestlieeversold 

"
"2258","@KassyDillon @TheLaurenChen @JeremyDBoreing I appreciate that your DMs are open now but you have various means to contact me and you took none of those options and instead jumped in on a public pile on. 

Hopefully in the future we can connect meaningfully over a topic we agree on. 

Have a good night.","candace"," KassyDillon  TheLaurenChen  JeremyDBoreing I appreciate that your DMs are open now but you have various means to contact me and you took none of those options and instead jumped in on a public pile on  

Hopefully in the future we can connect meaningfully over a topic we agree on  

Have a good night "
"2259","@KassyDillon @TheLaurenChen @JeremyDBoreing I don’t feel attacked, I was attacked. And you have been a part of perpetuating those attack via retweets and threads of people accusing me of “defending antisemitism” when all I said is that I didn’t know what death con 3 is and we should give him a chance to explain himself.","candace"," KassyDillon  TheLaurenChen  JeremyDBoreing I don t feel attacked  I was attacked  And you have been a part of perpetuating those attack via retweets and threads of people accusing me of  defending antisemitism  when all I said is that I didn t know what death con 3 is and we should give him a chance to explain himself "
"2260","@KassyDillon @TheLaurenChen @JeremyDBoreing This is just the last 48 hours and Twitter won’t let me add the other two screenshots.

Stop gaslighting. https://t.co/t2SapJyYk8","candace"," KassyDillon  TheLaurenChen  JeremyDBoreing This is just the last 48 hours and Twitter won t let me add the other two screenshots 

Stop gaslighting  "
"2261","@KassyDillon @TheLaurenChen @JeremyDBoreing No. What  is quite simple is the fact that you have spent the last couple of days sharing and retweeting as many articles and threads that attack me and my relationship with Kanye. 

Then you decided to engage me directly, and now you are attempting to gaslight me.","candace"," KassyDillon  TheLaurenChen  JeremyDBoreing No  What  is quite simple is the fact that you have spent the last couple of days sharing and retweeting as many articles and threads that attack me and my relationship with Kanye  

Then you decided to engage me directly  and now you are attempting to gaslight me "
"2262","@TheLaurenChen @KassyDillon @JeremyDBoreing Look at her recent Twitter timeline. And then laugh harder at her claim that she entered this conversation with the simple intent to have an open dialogue. 

A masterclass in gaslighting.","candace"," TheLaurenChen  KassyDillon  JeremyDBoreing Look at her recent Twitter timeline  And then laugh harder at her claim that she entered this conversation with the simple intent to have an open dialogue  

A masterclass in gaslighting "
"2263","@KassyDillon @TheLaurenChen @JeremyDBoreing Yes. She didn’t say it, she just retweeted everyone else that did. 

Women.","candace"," KassyDillon  TheLaurenChen  JeremyDBoreing Yes  She didn t say it  she just retweeted everyone else that did  

Women "
"2264","@KassyDillon @TheLaurenChen @JeremyDBoreing Do be underhanded. You’re better than that and I’m smarter than that.

Your retweet of someone calling my monologue “insensitive and awful” reveals you.","candace"," KassyDillon  TheLaurenChen  JeremyDBoreing Do be underhanded  You re better than that and I m smarter than that 

Your retweet of someone calling my monologue  insensitive and awful  reveals you "
"2265","@TheLaurenChen @KassyDillon @JeremyDBoreing I’ve already stated I’m not going to do that— so now these political masochists are turning their attention to Ben Shapiro to force me to do it. 

I am not playing this game. 

And apparently that’s a “bad look”.","candace"," TheLaurenChen  KassyDillon  JeremyDBoreing I ve already stated I m not going to do that  so now these political masochists are turning their attention to Ben Shapiro to force me to do it  

I am not playing this game  

And apparently that s a  bad look  "
"2266","@TheLaurenChen @KassyDillon @JeremyDBoreing She doesn’t think it was controversial at all. No person can deem: “I don’t know what this means and so we should ask him”, controversial. 

This is just political sadism. It isn’t enough that the entire world has condemned Ye— they want to watch his friend do it do.","candace"," TheLaurenChen  KassyDillon  JeremyDBoreing She doesn t think it was controversial at all  No person can deem   I don t know what this means and so we should ask him   controversial  

This is just political sadism  It isn t enough that the entire world has condemned Ye  they want to watch his friend do it do "
"2267","@KassyDillon @JeremyDBoreing I was pointing to situational irony, and I stand by that as well. You calling it flawed logic does not make it so. 

Again I ask, what “resolution” are you looking for that would help rid the conservative movement of this alleged “bad look”.","candace"," KassyDillon  JeremyDBoreing I was pointing to situational irony  and I stand by that as well  You calling it flawed logic does not make it so  

Again I ask  what  resolution  are you looking for that would help rid the conservative movement of this alleged  bad look  "
"2268","@KassyDillon @JeremyDBoreing It was a “bad look” to stand up to BLM during the 2020 summer riots. 

My video attacking the George Floyd narrative caused “a ruckus” amongst black Americans.","candace"," KassyDillon  JeremyDBoreing It was a  bad look  to stand up to BLM during the 2020 summer riots  

My video attacking the George Floyd narrative caused  a ruckus  amongst black Americans "
"2269","@KassyDillon @JeremyDBoreing Respectfully, you are being just a tad bit dramatic. 

You know me better than to think I’m going to edit my friendships or my opinion because of glib phrases like “it’s a bad look” and “it’s causing a ruckus”.","candace"," KassyDillon  JeremyDBoreing Respectfully  you are being just a tad bit dramatic  

You know me better than to think I m going to edit my friendships or my opinion because of glib phrases like  it s a bad look  and  it s causing a ruckus  "
"2270","@KassyDillon @JeremyDBoreing A resolution to what? There is no conflict at the daily wire. 

We are all in agreement that a difference in opinions is not a “bad look”. 

In fact, as Jeremy has insinuated, it’s the exact look we want.

He is not in the business of policing my ideas.","candace"," KassyDillon  JeremyDBoreing A resolution to what  There is no conflict at the daily wire  

We are all in agreement that a difference in opinions is not a  bad look   

In fact  as Jeremy has insinuated  it s the exact look we want 

He is not in the business of policing my ideas "
"2271","RT @TPUSA: PACKED room tonight for @RealCandaceO at @TPUSA's Live Free Tour at Michigan State University 🔥 🇺🇸 @MSUTurningPoint 

Join us at…","candace","RT  TPUSA  PACKED room tonight for  RealCandaceO at  TPUSA s Live Free Tour at Michigan State University    MSUTurningPoint 

Join us at "
"2272","@IanSharar @KassyDillon @JeremyDBoreing To be clear: You are correct that that isn’t the only thing he said— but it was the only part of my very long monologue that the media seemed interested in.","candace"," IanSharar  KassyDillon  JeremyDBoreing To be clear  You are correct that that isn t the only thing he said  but it was the only part of my very long monologue that the media seemed interested in "
"2273","@IanSharar @KassyDillon @JeremyDBoreing You are correct. But my 15 minute monologue was edited down to a 30 second clip of me responding specifically to that tweet to which I said “I don’t know what this means and neither do you”.

And now Ben needs to control me—- or something.","candace"," IanSharar  KassyDillon  JeremyDBoreing You are correct  But my 15 minute monologue was edited down to a 30 second clip of me responding specifically to that tweet to which I said  I don t know what this means and neither do you  

And now Ben needs to control me   or something "
"2274","@Joelmpetlin Thank you for this respectful exchange. 

🙏","candace"," Joelmpetlin Thank you for this respectful exchange  

"
"2275","@JakePeterson32 @KassyDillon @JeremyDBoreing Calling me an antisemite is making light of a term that has real meaning. 
It cheapens the word, and you shouldn’t do that. 

When you throw words like racist and antisemite around to people who don’t deserve them, people begin to take the charge less seriously over time.","candace"," JakePeterson32  KassyDillon  JeremyDBoreing Calling me an antisemite is making light of a term that has real meaning  
It cheapens the word  and you shouldn t do that  

When you throw words like racist and antisemite around to people who don t deserve them  people begin to take the charge less seriously over time "
"2276","@Joelmpetlin Ye has since come out and said publicly that he does want any Jewish people harmed but that isn’t enough for some.

They need Candace, his friend, to publicly brand him as an antisemite anyway. 

That is fundamentally sadistic. 

I will not take the bait.","candace"," Joelmpetlin Ye has since come out and said publicly that he does want any Jewish people harmed but that isn t enough for some 

They need Candace  his friend  to publicly brand him as an antisemite anyway  

That is fundamentally sadistic  

I will not take the bait "
"2277","@Joelmpetlin Then you are capable of respecting the fact that real friends do not do those thing publicly. 

Real friendships take place offline.","candace"," Joelmpetlin Then you are capable of respecting the fact that real friends do not do those thing publicly  

Real friendships take place offline "
"2278","@KassyDillon @JeremyDBoreing I stand by my monologue, which said that “death con 3” was incoherent to me. I do not know what the definition of that is. 

If you do know the definition of death con 3, please share it, so that I may update my listeners.","candace"," KassyDillon  JeremyDBoreing I stand by my monologue  which said that  death con 3  was incoherent to me  I do not know what the definition of that is  

If you do know the definition of death con 3  please share it  so that I may update my listeners "
"2279","@KassyDillon @JeremyDBoreing …which is why I pointed to the irony of people demanding that Ben use his interest in a media company to control what I say.","candace"," KassyDillon  JeremyDBoreing  which is why I pointed to the irony of people demanding that Ben use his interest in a media company to control what I say "
"2280","@KassyDillon @JeremyDBoreing I brought that up because it is the media’s charge against Ye— which is why I put it in quotation marks. 

Quotation marks are used to quote others. 

The trope is that Jews control the world, not by sorcery, but through their ownership of (among other things) media companies…","candace"," KassyDillon  JeremyDBoreing I brought that up because it is the media s charge against Ye  which is why I put it in quotation marks  

Quotation marks are used to quote others  

The trope is that Jews control the world  not by sorcery  but through their ownership of  among other things  media companies "
"2281","@Joelmpetlin You aren’t nearly as clever as you think you are at repackaging a social credit score system.

Kanye tweeting something is not the fault of Candace Owens and thereby the fault of Ben Shapiro and therefore the DailyWire as well. 

Ye is my friend. You are powerless to change that.","candace"," Joelmpetlin You aren t nearly as clever as you think you are at repackaging a social credit score system 

Kanye tweeting something is not the fault of Candace Owens and thereby the fault of Ben Shapiro and therefore the DailyWire as well  

Ye is my friend  You are powerless to change that "
"2282","RT @realDailyWire: Would you look at that.

@RealCandaceO's new documentary, The Greatest Lie Ever Sold, is trending! Watch it here: https:…","candace","RT  realDailyWire  Would you look at that 

 RealCandaceO s new documentary  The Greatest Lie Ever Sold  is trending  Watch it here  "
"2283","@JeremyDBoreing It’s a weird irony that people calling  “Jews control the world” a racist trope, are also keep demanding that Ben Shapiro do something to control me. 

They are mad at him for disproving the notion.","candace"," JeremyDBoreing It s a weird irony that people calling   Jews control the world  a racist trope  are also keep demanding that Ben Shapiro do something to control me  

They are mad at him for disproving the notion "
"2284","@RIIlIlIIIll @MeghanMcCain 😂😂😂😂😂😂😂","candace"," RIIlIlIIIll  MeghanMcCain "
"2285","Imagine being a married man and openly admitting that you’re not happy with the quality of pornography you watch? 

This is @MeghanMcCain’s husband. https://t.co/WJxnaIEna3","candace","Imagine being a married man and openly admitting that you re not happy with the quality of pornography you watch  

This is  MeghanMcCain s husband  "
"2286","This is @MeghanMcCain’s husband. 

No further comment. https://t.co/WJxnaInk83","candace","This is  MeghanMcCain s husband  

No further comment  "
"2287","Todd Bowles in my kind of guy. https://t.co/fmdoCjQ1fR","candace","Todd Bowles in my kind of guy  "
"2288","@jk_rowling 😂😂😂😂😂😂😂😂😂😂😂😂","candace"," jk rowling "
"2289","RT @realDailyWire: ""I'm wearing this shirt. It is the BLM symbol, but instead I've inserted some cash into it b/c what they really did is t…","candace","RT  realDailyWire   I m wearing this shirt  It is the BLM symbol  but instead I ve inserted some cash into it b c what they really did is t "
"2290","@DericoSymonds To expose that the organization was a globally accepted lie that extracted black emotion, ruined black inner cities, and fundamentally stole millions. 

In other words, I broke a racist organization.","candace"," DericoSymonds To expose that the organization was a globally accepted lie that extracted black emotion  ruined black inner cities  and fundamentally stole millions  

In other words  I broke a racist organization "
"2291","@bdomenech Ah. At long last Ben has responded to the photo of his wife using her father’s gravesite to promote her book which still only managed to sell 244 copies. 

Actual LOL. https://t.co/R3va3pM5nK","candace"," bdomenech Ah  At long last Ben has responded to the photo of his wife using her father s gravesite to promote her book which still only managed to sell 244 copies  

Actual LOL  "
"2292","@super_6_1 @bdomenech @Miss_Lynn_ette @realDailyWire @benshapiro @MeghanMcCain As I said Ray J is worth 100 million and he just reduced him to one song. 

I have had enough.","candace"," super 6 1  bdomenech  Miss Lynn ette  realDailyWire  benshapiro  MeghanMcCain As I said Ray J is worth 100 million and he just reduced him to one song  

I have had enough "
"2293","@super_6_1 @bdomenech @Miss_Lynn_ette @realDailyWire @benshapiro No he didn’t just do that. He &amp; his wife @MeghanMcCain routinely denigrate black people as being “nothing more than”

I am nothing more than a “conservative charlatan”
Kanye is nothing more than mentally ill, &amp; Ray j is nothing more than some rapper who is unworthy of respect.","candace"," super 6 1  bdomenech  Miss Lynn ette  realDailyWire  benshapiro No he didn t just do that  He  amp  his wife  MeghanMcCain routinely denigrate black people as being  nothing more than 

I am nothing more than a  conservative charlatan 
Kanye is nothing more than mentally ill   amp  Ray j is nothing more than some rapper who is unworthy of respect "
"2294","Hey @RayJ —maybe when you have time you can teach the McCain family how to earn 100 million without selling out the American people to endless wars overseas? 

They think your just another piss poor black rapper. 

https://t.co/HLU3KTbSO8 https://t.co/W25drMyEJ9","candace","Hey  RayJ  maybe when you have time you can teach the McCain family how to earn 100 million without selling out the American people to endless wars overseas  

They think your just another piss poor black rapper  

"
"2295","@bdomenech @Miss_Lynn_ette @realDailyWire @benshapiro In other words, you are a gutless pig and so is your wife. 

https://t.co/HLU3KSUPM8","candace"," bdomenech  Miss Lynn ette  realDailyWire  benshapiro In other words  you are a gutless pig and so is your wife  

"
"2296","@bdomenech @Miss_Lynn_ette @realDailyWire @benshapiro He also earned himself 100 million dollars for his Raycon headphones which makes him a successful tech entrepreneur— but he’s black, so let’s reduce him to an unworthy rap artist. 

Since your policing racism this week, this feels appropriate.","candace"," bdomenech  Miss Lynn ette  realDailyWire  benshapiro He also earned himself 100 million dollars for his Raycon headphones which makes him a successful tech entrepreneur  but he s black  so let s reduce him to an unworthy rap artist  

Since your policing racism this week  this feels appropriate "
"2297","RT @ColbyCovMMA: Paying my last respects to #BLM 🪦. They had a good run of scamming innocent Americans, but @RealCandaceO just buried them…","candace","RT  ColbyCovMMA  Paying my last respects to  BLM   They had a good run of scamming innocent Americans  but  RealCandaceO just buried them "
"2298","I broke Black Lives Matter. 

https://t.co/JAELqUe4IL https://t.co/F1gPFpQSFs https://t.co/bpTs0oViff","candace","I broke Black Lives Matter  

"
"2299","@OPRisely @bdomenech @realDailyWire @benshapiro Thank you for noticing what is so blatantly obvious at this point. 😂😂
I only just respond to these two with genuine laughter.","candace"," OPRisely  bdomenech  realDailyWire  benshapiro Thank you for noticing what is so blatantly obvious at this point  
I only just respond to these two with genuine laughter "
"2300","@JeremyDBoreing Ben Mccain’s bizarre obsession with me continues. I only wish to publicly express to he and his wife both how much I positively love and encourage this to continue. 
@bdomenech","candace"," JeremyDBoreing Ben Mccain s bizarre obsession with me continues  I only wish to publicly express to he and his wife both how much I positively love and encourage this to continue  
 bdomenech"
"2301","A vibe. https://t.co/UA7K1KizKZ","candace","A vibe  "
"2302","RT @taniya_beonsay: @candaceowenspod @realDailyWire I JUST finished watching it and my WHOLE perspective changed. It’s scary we were so eas…","candace","RT  taniya beonsay   candaceowenspod  realDailyWire I JUST finished watching it and my WHOLE perspective changed  It s scary we were so eas "
"2303","#GreatestLie #greatestlieeversold https://t.co/WBCJ3EfjvH","candace"," GreatestLie  greatestlieeversold "
"2304","RT @realDailyWire: .@RealCandaceO has entered the building for the big premiere! #GreatestLie https://t.co/PRcTpMgQEI","candace","RT  realDailyWire    RealCandaceO has entered the building for the big premiere   GreatestLie "
"2305","We have reached extremely frightening times in this country. 

Who are what has landed us into these times is an ongoing discussion which I would like to open up. 

Tonight I am focusing on my BLM documentary premiere. 

We will revisit this crucial topic tomorrow.","candace","We have reached extremely frightening times in this country  

Who are what has landed us into these times is an ongoing discussion which I would like to open up  

Tonight I am focusing on my BLM documentary premiere  

We will revisit this crucial topic tomorrow "
"2306","I have blacked out the names of the other two people on his team that are named in this letter to protect their privacy. 

As I gather my thoughts about this, I want to say that I do not care what you think about Ye West— but I very much care what you think about this.","candace","I have blacked out the names of the other two people on his team that are named in this letter to protect their privacy  

As I gather my thoughts about this  I want to say that I do not care what you think about Ye West  but I very much care what you think about this "
"2307","Earlier today I learned that @kanyewest was officially kicked out of JP Morgan Chase bank. I was told there was no official reason given, but they sent this letter as well to confirm that he has until late November to find another place for the Yeezy empire to bank. https://t.co/FUskokb6fP","candace","Earlier today I learned that  kanyewest was officially kicked out of JP Morgan Chase bank  I was told there was no official reason given  but they sent this letter as well to confirm that he has until late November to find another place for the Yeezy empire to bank  "
"2308","I am about to share something that is so shocking to me that I feel I need to simply share the information, and then withhold comment until I can fully process…","candace","I am about to share something that is so shocking to me that I feel I need to simply share the information  and then withhold comment until I can fully process "
"2309","RT @XAVIAERD: I’m appropriately lounging in all black today for BLM’s funeral. 

Don’t miss @RealCandaceO’s documentary drop today. We don’…","candace","RT  XAVIAERD  I m appropriately lounging in all black today for BLM s funeral  

Don t miss  RealCandaceO s documentary drop today  We don  "
"2310","RT @Cernovich: Evil people ran Nazi level medical experiments on children, except on a scale Mengele could only envy.","candace","RT  Cernovich  Evil people ran Nazi level medical experiments on children  except on a scale Mengele could only envy "
"2311","The most dangerous place for a black child to be is in the womb of its mother.

Never forget that. 

This tweet was made possible by Planned Parenthood. @PPFA","candace","The most dangerous place for a black child to be is in the womb of its mother 

Never forget that  

This tweet was made possible by Planned Parenthood   PPFA"
"2312","Tomorrow!! 
https://t.co/JAELqTX1GL https://t.co/JiyEozXd4l","candace","Tomorrow   
"
"2313","You aren’t passing over a t-shirt I wore, you are passing because I would annihilate you in a debate about minimum wage laws. 

Stop hiding your low IQ behind a t-shirt. https://t.co/XFyDvmAYfm","candace","You aren t passing over a t shirt I wore  you are passing because I would annihilate you in a debate about minimum wage laws  

Stop hiding your low IQ behind a t shirt  "
"2314","“Silence is violence” is a tactic used by radicals to try to force you to say things that you don’t mean, or comment on situations before you even fully comprehend them. 

It is an outrage mob tactic. 

You are allowed to be silent until you feel informed enough to speak.","candace"," Silence is violence  is a tactic used by radicals to try to force you to say things that you don t mean  or comment on situations before you even fully comprehend them  

It is an outrage mob tactic  

You are allowed to be silent until you feel informed enough to speak "
"2315","More spreading democracy? https://t.co/EPKCMyMewk","candace","More spreading democracy  "
"2316","@Jerusalem_Post @kanyewest @GadiZaig Buried in this article is the fact that I stressed in my monologue that it was not a defense of Kanye’s tweet and yet your headline read the opposite. 

Dishonest journalism at its finest. You should be ashamed of yourselves.","candace"," Jerusalem Post  kanyewest  GadiZaig Buried in this article is the fact that I stressed in my monologue that it was not a defense of Kanye s tweet and yet your headline read the opposite  

Dishonest journalism at its finest  You should be ashamed of yourselves "
"2317","RT @TPostMillennial: Candace Owens @RealCandaceO tells Tucker Carlson why she wore a ""White Lives Matter"" shirt alongside Kanye West:

""We…","candace","RT  TPostMillennial  Candace Owens  RealCandaceO tells Tucker Carlson why she wore a  White Lives Matter  shirt alongside Kanye West 

 We "
"2318","RT @SKMorefield: Candace Owens (@RealCandaceO) explains why she wore a White Lives Matter shirt with Kanye West. So much truth here: 👇🔥

""L…","candace","RT  SKMorefield  Candace Owens   RealCandaceO  explains why she wore a White Lives Matter shirt with Kanye West  So much truth here  

 L "
"2319","@KevinRobertsTX Think I got the memo, given the fact that I’m the face of GLORIFI. https://t.co/5oxZ4vu5oz","candace"," KevinRobertsTX Think I got the memo  given the fact that I m the face of GLORIFI  "
"2320","3pm ET: 

https://t.co/G0GP4FtelP","candace","3pm ET  

"
"2321","My response to Kanye West’s tweet will be said on my podcast at 3pmET. Be sure to listen live on Apple so that you can be the first to write the headline about me that I’m not going to give a single shit about. 

As usual. https://t.co/EPSj910tv7","candace","My response to Kanye West s tweet will be said on my podcast at 3pmET  Be sure to listen live on Apple so that you can be the first to write the headline about me that I m not going to give a single shit about  

As usual  "
"2322","Science does not require censorship to be true.","candace","Science does not require censorship to be true "
"2323","Update: I am still not “vaccinated” against covid-19 and I thank God every day for granting me the fortitude to withstand media propaganda and fear campaigns. https://t.co/RBbnCuFEWA","candace","Update  I am still not  vaccinated  against covid 19 and I thank God every day for granting me the fortitude to withstand media propaganda and fear campaigns  "
"2324","It is objectively funny that people list their pronouns in their bios. 

We are just not a serious nation anymore. 

Which is objectively not funny.","candace","It is objectively funny that people list their pronouns in their bios  

We are just not a serious nation anymore  

Which is objectively not funny "
"2325","@BostonBasedHQ @AskPayPal Yep. They make it impossible. I did a data cleanse last year and it was insane how many companies make you have to email them back and forth for your own data. They only pretend you can easily delete. 

A lawsuit waiting to happen imo.","candace"," BostonBasedHQ  AskPayPal Yep  They make it impossible  I did a data cleanse last year and it was insane how many companies make you have to email them back and forth for your own data  They only pretend you can easily delete  

A lawsuit waiting to happen imo "
"2326","@AskPayPal your process currently makes me confirm my identity by texting me a passcode. When I enter the passcode it says that my identity has been verified and then sends me back to the beginning of the process again. 

I want my data deleted entirely.","candace"," AskPayPal your process currently makes me confirm my identity by texting me a passcode  When I enter the passcode it says that my identity has been verified and then sends me back to the beginning of the process again  

I want my data deleted entirely "
"2327","Anybody else having trouble with the “delete data” option on @PayPal. 

For the record— when you delete accounts you should always make sure they also delete your data.

A lot of companies you will find intentionally bug this process because your data is lucrative. 

@AskPayPal","candace","Anybody else having trouble with the  delete data  option on  PayPal  

For the record  when you delete accounts you should always make sure they also delete your data 

A lot of companies you will find intentionally bug this process because your data is lucrative  

 AskPayPal"
"2328","@Cernovich Agree with this so much.","candace"," Cernovich Agree with this so much "
"2329","I have been involved with this company for months and will be doing a video on my Instagram about it later. 

Had no intended to share this today, but the PayPal nonsense has me excited about the future for conservatives.","candace","I have been involved with this company for months and will be doing a video on my Instagram about it later  

Had no intended to share this today  but the PayPal nonsense has me excited about the future for conservatives "
"2330","We are at the beginning of the conservative economy. 
You guys will all be hearing about GLORIFI soon. It will overtake Bank of America, Wells Fargo, Chase &amp; #Paypal very quickly. 

Please remember you heard about it on my Twitter, first. 

https://t.co/ar4mitWNca https://t.co/fPLZYLDC9Q","candace","We are at the beginning of the conservative economy  
You guys will all be hearing about GLORIFI soon  It will overtake Bank of America  Wells Fargo  Chase  amp   Paypal very quickly  

Please remember you heard about it on my Twitter  first  

"
"2331","@ajaz0810 It’s a little early but check out https://t.co/bAkT0Xs0DC","candace"," ajaz0810 It s a little early but check out "
"2332","Just moved all money I had in my PayPal account out of it. And I very must suggest you do the same. 

This is serious. 

They are delaying the transfer “pending review” for 12 hours. But at least it’s done. 

#PayPal is dead. https://t.co/Cr1EA1yQjh","candace","Just moved all money I had in my PayPal account out of it  And I very must suggest you do the same  

This is serious  

They are delaying the transfer  pending review  for 12 hours  But at least it s done  

 PayPal is dead  "
"2333","LOL… Democrats upset that black people are done being their election-time slaves. 

Black Lives Matter getting exposed on 10/12. Be sure to sign up to watch it here: https://t.co/uiqEuvROb8 https://t.co/p1Tar9QYQc","candace","LOL  Democrats upset that black people are done being their election time slaves  

Black Lives Matter getting exposed on 10 12  Be sure to sign up to watch it here  "
"2334","I love police officers. 

That’s the vibe.","candace","I love police officers  

That s the vibe "
"2335","RT @Cernovich: Ye on Tucker is the most important conversation of the century.","candace","RT  Cernovich  Ye on Tucker is the most important conversation of the century "
"2336","The money laundering operation in Ukraine is going well, just as the money laundering operation in Afghanistan did before it. https://t.co/VWbtfknTvR","candace","The money laundering operation in Ukraine is going well  just as the money laundering operation in Afghanistan did before it  "
"2337","@karaswisher @benshapiro @BonginoReport Congratulations on your podcast, Kara. You must admit, having met both my husband and I, that we are not so much the villains that your followers would like to believe. 

Wishing you well! X","candace"," karaswisher  benshapiro  BonginoReport Congratulations on your podcast  Kara  You must admit  having met both my husband and I  that we are not so much the villains that your followers would like to believe  

Wishing you well  X"
