"","full_text","Handle","text"
"2885","“About 40 percent of the 250,000 women and girls listed as missing as of 2020 were people of color, despite them making up just 16 percent of the overall population.” https://t.co/UU24HDZLc9","bernice"," About 40 percent of the 250 000 women and girls listed as missing as of 2020 were people of color  despite them making up just 16 percent of the overall population   "
"2886","“The most disrespected person in America is the Black woman. 

The most unprotected person in America is the Black woman. 

The most neglected person in America is the Black woman.”

#MalcolmX https://t.co/mc98kVyUZp","bernice"," The most disrespected person in America is the Black woman  

The most unprotected person in America is the Black woman  

The most neglected person in America is the Black woman  

 MalcolmX "
"2887","The #ChildrensBook #ItStartsWithMe, which I co-authored, tells the story of a young girl, Amora, on her journey to #BeLove. 

Purchase the book for a young leader: https://t.co/fXhAiM8xHs https://t.co/7THqLBsPxt","bernice","The  ChildrensBook  ItStartsWithMe  which I co authored  tells the story of a young girl  Amora  on her journey to  BeLove  

Purchase the book for a young leader  "
"2888","My mother understood the power of #nonviolence and wanted to share it with the world. That’s one of the reasons why she founded @TheKingCenter. 

Study nonviolence with us:
https://t.co/f0yu3tQIhD

#CorettaScottKing #HERstory #NV365 https://t.co/1VQt5RkcXb","bernice","My mother understood the power of  nonviolence and wanted to share it with the world  That s one of the reasons why she founded  TheKingCenter 

Study nonviolence with us 
"
"2889","RT @Becauseofthem: After becoming the first Black valedictorian at his school, he’s now a double major at Harvard University!
https://t.co/…","bernice","RT  Becauseofthem  After becoming the first Black valedictorian at his school  he s now a double major at Harvard University 
"
"2890","If we don’t cut off the chain of #violence, including gun violence, it will dominate the next generation. It is beyond time that we seriously experiment with the philosophy and methodology of #nonviolence. https://t.co/Z483HREad6","bernice","If we don t cut off the chain of  violence  including gun violence  it will dominate the next generation  It is beyond time that we seriously experiment with the philosophy and methodology of  nonviolence  "
"2891","Read this 🧵: https://t.co/SXzKJTaoDo","bernice","Read this   "
"2892","RT @readylifetweets: Ready Life CEO @AshleyBellR sat with Ready Life Council Chair @BerniceKing  King and Ready Life advisor, Jonathan Bean…","bernice","RT  readylifetweets  Ready Life CEO  AshleyBellR sat with Ready Life Council Chair  BerniceKing  King and Ready Life advisor  Jonathan Bean "
"2893","RT @TheKingCenter: Women of Resolve - #OurCEOSpeaks 

#WomenSouloftheNation #BerniceAKing #BeAKing https://t.co/tmPDey9AvU","bernice","RT  TheKingCenter  Women of Resolve    OurCEOSpeaks 

 WomenSouloftheNation  BerniceAKing  BeAKing "
"2894","Schools, educators, families: Mark your calendars for October 18th! @TheKingCenter invites you to our #StudentsWithKing Reading Corner, featuring author @danalltyrell. Don’t miss it! 

#MLK #CorettaScottKing #Youth #Leadership https://t.co/9Vl1bUBduj","bernice","Schools  educators  families  Mark your calendars for October 18th   TheKingCenter invites you to our  StudentsWithKing Reading Corner  featuring author  danalltyrell  Don t miss it 

 MLK  CorettaScottKing  Youth  Leadership "
"2895","Before his name became a hashtag, #GeorgeFloyd was a human being who mattered. 

A brother, a father, a friend. 
A person.

I’m praying for his family today…his 49th birthday. https://t.co/fldzgo2pOS","bernice","Before his name became a hashtag   GeorgeFloyd was a human being who mattered  

A brother  a father  a friend  
A person 

I m praying for his family today his 49th birthday  "
"2896","#BryanStevenson: “We need to talk about an injustice.” 

#racism #deathpenalty #truth 

Full message #linkinbio https://t.co/zps1MrLka6","bernice"," BryanStevenson   We need to talk about an injustice   

 racism  deathpenalty  truth 

Full message  linkinbio "
"2897","Join #TheKingCenter for GOOD NEWS WEDNESDAYS! Share some Good News each Wednesday. 

Tag @TheKingCenter and #GoodNewsWednesdays. #BeLove https://t.co/2sOGhiEAJH","bernice","Join  TheKingCenter for GOOD NEWS WEDNESDAYS  Share some Good News each Wednesday  

Tag  TheKingCenter and  GoodNewsWednesdays   BeLove "
"2898","RT @KeithBeauchamp: Emmett Till is known for his death. A new film about his mother also honors his life https://t.co/byndRs6aZD","bernice","RT  KeithBeauchamp  Emmett Till is known for his death  A new film about his mother also honors his life "
"2899","“For most of the past two years, #Tigray has been isolated from the rest of the world.”

Article: https://t.co/3rcOx3dvsI https://t.co/VcR6oPxAFu","bernice"," For most of the past two years   Tigray has been isolated from the rest of the world  

Article  "
"2900","RT @nytimes: Brittney Griner, the WNBA star facing nine years in prison in Russia for drug possession, is in her ninth month in detention.…","bernice","RT  nytimes  Brittney Griner  the WNBA star facing nine years in prison in Russia for drug possession  is in her ninth month in detention  "
"2901","RT @TorraineWalker: Just in case you forgot, Jackson, Mississippi is still dealing with a clean water crisis.","bernice","RT  TorraineWalker  Just in case you forgot  Jackson  Mississippi is still dealing with a clean water crisis "
"2902","My greatest teacher. 💜 https://t.co/4xqOSSWYRB","bernice","My greatest teacher  "
"2903","#BelovedCommunityTalks, hosted by @TheKingCenter, explore deep-rooted issues that plague our world. #BCTs help us meet our responsibility to #educate ourselves and be #solution-oriented.

Check out this episode with @ladygaga via our YouTube channel: https://t.co/glckqRvYgT https://t.co/RW9sZ8gWKS","bernice"," BelovedCommunityTalks  hosted by  TheKingCenter  explore deep rooted issues that plague our world   BCTs help us meet our responsibility to  educate ourselves and be  solution oriented 

Check out this episode with  ladygaga via our YouTube channel  "
"2904","We must ensure that the right to #vote, free from #votersuppression, stands.

 #VotingMatters #VotingRightsAct #MLK #RestoreTheVRA https://t.co/PZUp73Vap0 https://t.co/t3JOJz3jT9","bernice","We must ensure that the right to  vote  free from  votersuppression  stands 

 VotingMatters  VotingRightsAct  MLK  RestoreTheVRA "
"2905","Praying for the people of #Nigeria today, as they face the devastation of floods. May humanity and global compassion prevail. #NigeriaFloods #ClimateChange #ClimateCrisis #WorldHouse #BelovedCommunity https://t.co/4P2pp4ZGTF","bernice","Praying for the people of  Nigeria today  as they face the devastation of floods  May humanity and global compassion prevail   NigeriaFloods  ClimateChange  ClimateCrisis  WorldHouse  BelovedCommunity "
"2906","Praying for the parents and families whose grief and sorrow Alex Jones cruelly disregarded for profit and propaganda. https://t.co/LM5eHIh9dr","bernice","Praying for the parents and families whose grief and sorrow Alex Jones cruelly disregarded for profit and propaganda  "
"2907","My father’s philosophy and methodology of nonviolence, in tandem with my mother’s foresight and determination, created what we know today as #NV365. 

Study #nonviolence with @TheKingCenter: https://t.co/f0yu3u8RvL

#CorettaScottKing #MLK https://t.co/W2r3Db3rzS","bernice","My father s philosophy and methodology of nonviolence  in tandem with my mother s foresight and determination  created what we know today as  NV365 

Study  nonviolence with  TheKingCenter "
"2908","@dearjohnbyrne Thank you, John.","bernice"," dearjohnbyrne Thank you  John "
"2909","@cmclymer Happy birthday!","bernice"," cmclymer Happy birthday "
"2910","#MLKDay is right around the corner. In 2023, we will focus on cultivating a #BelovedCommunity mindset to #transform unjust systems. We are putting #injustice on notice! https://t.co/oQc4TFBB06","bernice"," MLKDay is right around the corner  In 2023  we will focus on cultivating a  BelovedCommunity mindset to  transform unjust systems  We are putting  injustice on notice  "
"2911","RT @TheKingCenter: The #InflationReductionAct is a significant step in climate energy development, causing an influx of money for businesse…","bernice","RT  TheKingCenter  The  InflationReductionAct is a significant step in climate energy development  causing an influx of money for businesse "
"2912","RT @civilrightsorg: Atatiana Jefferson was murdered by police in her home in Fort Worth three years ago while playing video games with her…","bernice","RT  civilrightsorg  Atatiana Jefferson was murdered by police in her home in Fort Worth three years ago while playing video games with her "
"2913","@Realrclark25 Happy birthday!","bernice"," Realrclark25 Happy birthday "
"2914","The #ChildrensBook #ItStartsWithMe, which I co-authored, tells the story of a young girl, Amora, on her journey to #BeLove. Purchase the book for a young leader: https://t.co/fXhAiM8xHs https://t.co/am4ufYHiwm https://t.co/Xyeczgk1pd","bernice","The  ChildrensBook  ItStartsWithMe  which I co authored  tells the story of a young girl  Amora  on her journey to  BeLove  Purchase the book for a young leader  "
"2915","I love the Lord. 🖤
#WhitneyHouston https://t.co/OVxtecXXhc","bernice","I love the Lord  
 WhitneyHouston "
"2916","#PamelaTurner 

@JusticeDept_RP https://t.co/YONaHhpvEG","bernice"," PamelaTurner 

 JusticeDept RP "
"2917","RT @ajplus: The Texas police officer who killed #PamelaTurner in 2019 was found not guilty of aggravated assault.

Juan Delacruz shot her 5…","bernice","RT  ajplus  The Texas police officer who killed  PamelaTurner in 2019 was found not guilty of aggravated assault 

Juan Delacruz shot her 5 "
"2918","I’m looking forward to this! Join @TheKingCenter October 19 and 20, as we host Professor @IrshadManji and her powerful learning experience, ‘Moral Courage.’ 

Register here: https://t.co/F6lriAk55X 

#NV365 #Nonviolence365 https://t.co/pJagpfyWNM","bernice","I m looking forward to this  Join  TheKingCenter October 19 and 20  as we host Professor  IrshadManji and her powerful learning experience   Moral Courage   

Register here  "
"2919","RT @KeithBeauchamp: ""Keith, you must continue to tell Emmett's story, until man's consciousness is risen, only then there will be justice f…","bernice","RT  KeithBeauchamp   Keith  you must continue to tell Emmett s story  until man s consciousness is risen  only then there will be justice f "
"2920","Educating on and discussing anti-Black racism and white supremacist ideology and practices, which have devastated peoples and cultures across the globe, is not “anti-whiteness.” 

If we center our efforts in truth and love, we can defeat injustice. 

If you don’t want that, why?","bernice","Educating on and discussing anti Black racism and white supremacist ideology and practices  which have devastated peoples and cultures across the globe  is not  anti whiteness   

If we center our efforts in truth and love  we can defeat injustice  

If you don t want that  why "
"2921","Dear @SenTuberville: “Out of the abundance of the heart the mouth speaks.” 

As someone who influences many, it is critical that you do the work to transform your thinking and speaking. 

I invite you to join @TheKingCenter for our #nonviolence training: https://t.co/CrTgmzSrti https://t.co/LVYUb5nn1m","bernice","Dear  SenTuberville   Out of the abundance of the heart the mouth speaks   

As someone who influences many  it is critical that you do the work to transform your thinking and speaking  

I invite you to join  TheKingCenter for our  nonviolence training  "
"2922","RT @SIfill_: Awful. And this is going to continue to be how parents respond. Because nothing has changed since #Uvalde. Seeing those parent…","bernice","RT  SIfill   Awful  And this is going to continue to be how parents respond  Because nothing has changed since  Uvalde  Seeing those parent "
"2923","We must be mindful of #sensationalism. So often, it drains us of valuable energy and distracts us from creating the Beloved Community. https://t.co/kyGSyOkGZe","bernice","We must be mindful of  sensationalism  So often  it drains us of valuable energy and distracts us from creating the Beloved Community  "
"2924","Mood.

Rosa Parks, 1963
March On Washington

📸: Gordon Parks 

#WomenSoulOfTheMovement https://t.co/nOuWYNAiwS","bernice","Mood 

Rosa Parks  1963
March On Washington

  Gordon Parks 

 WomenSoulOfTheMovement "
"2925","RT @TheKingCenter: Our founder, #CorettaScottKing, on #nonviolence, #MLK, and establishing #TheKingCenter. https://t.co/qwufefU0gM","bernice","RT  TheKingCenter  Our founder   CorettaScottKing  on  nonviolence   MLK  and establishing  TheKingCenter  "
"2926","Anti-Blackness and antisemitism are not symptoms of mental illness.","bernice","Anti Blackness and antisemitism are not symptoms of mental illness "
"2927","This is the hatefully crafted language that precedes/accompanies genocide. 

Don’t look away
Don’t brush it off
It should not be ignored

4 of the things that we must do:

•Educate our children
•Disrupt hate 
•Vote
•Use our platforms to refute this rhetoric w/truth and love https://t.co/jhebl6PQS1","bernice","This is the hatefully crafted language that precedes accompanies genocide  

Don t look away
Don t brush it off
It should not be ignored

4 of the things that we must do 

 Educate our children
 Disrupt hate 
 Vote
 Use our platforms to refute this rhetoric w truth and love "
"2928","@jamiaw Happy birthday!","bernice"," jamiaw Happy birthday "
"2929","@GodisRivera @Disney I’m excited for you! Congratulations.","bernice"," GodisRivera  Disney I m excited for you  Congratulations "
"2930","“It is estimated that in the 130 years following first contact [with European people], Native America lost 95% of its population.”  

More here: https://t.co/OxpIKfvxwO

#IndigenousPeoplesDay #WorldHistory #WorldHouse https://t.co/Zt3UJwrwHw","bernice"," It is estimated that in the 130 years following first contact  with European people   Native America lost 95  of its population  

More here  "
"2931","RT @TheKingCenter: Please visit https://t.co/e8Xgnstom7 for #voter information and resources. Reminder, #Georgia:  TOMORROW is the last day…","bernice","RT  TheKingCenter  Please visit "
"2932","“I am more convinced now than ever before that nonviolent resistance is the most potent weapon available to oppressed people and their struggle for freedom”  -Dr. Martin Luther King Jr.  

Study #nonviolence @TheKingCenter: https://t.co/CrTgmzSrti 

#MLK #NV365 #Nonviolence365 https://t.co/9oTdrq1P69","bernice"," I am more convinced now than ever before that nonviolent resistance is the most potent weapon available to oppressed people and their struggle for freedom  Dr  Martin Luther King Jr  

Study  nonviolence  TheKingCenter  "
"2933","I am remembering and reflecting on the sacrifice, resilience, authenticity, and erasure of Indigenous groups and tribal communities in America and across the globe. We celebrate the people, stories, and cultures and commit to justice in our World House.

#IndigenousPeoplesDay https://t.co/H1MTgX34BZ","bernice","I am remembering and reflecting on the sacrifice  resilience  authenticity  and erasure of Indigenous groups and tribal communities in America and across the globe  We celebrate the people  stories  and cultures and commit to justice in our World House 

 IndigenousPeoplesDay "
"2934","Schools, educators, families: Mark your calendars for October 18th! @TheKingCenter invites you to our #StudentsWithKing Reading Corner, featuring author @danalltyrell. Don’t miss it! 

#MLK #CorettaScottKing #Youth #Leadership https://t.co/HwXba6qp1x","bernice","Schools  educators  families  Mark your calendars for October 18th   TheKingCenter invites you to our  StudentsWithKing Reading Corner  featuring author  danalltyrell  Don t miss it 

 MLK  CorettaScottKing  Youth  Leadership "
"2935","But since some have convoluted what Love is and made the Gospel of a Christ who loves all about loving who they deem lovable, the freedom struggle continues. And we must make manifesting Justice a priority. (2/2)","bernice","But since some have convoluted what Love is and made the Gospel of a Christ who loves all about loving who they deem lovable  the freedom struggle continues  And we must make manifesting Justice a priority   2 2 "
"2936","#SundayWithKing 🧵 

Jesus didn’t call it “social justice.” He simply called it Love. If those who profess to follow him would only Love our neighbors beyond comfort, borders, race and religion, “social justice” would be a given. Love makes justice happen. (1/2) https://t.co/gbJ4TrOw4S","bernice"," SundayWithKing  

Jesus didn t call it  social justice   He simply called it Love  If those who profess to follow him would only Love our neighbors beyond comfort  borders  race and religion   social justice  would be a given  Love makes justice happen   1 2  "
"2937","RT @jemelehill: A reminder that Tommy Tuberville was a collegiate coach for nearly 30 years, during which he coached scores of Black player…","bernice","RT  jemelehill  A reminder that Tommy Tuberville was a collegiate coach for nearly 30 years  during which he coached scores of Black player "
"2938","🖤 https://t.co/4wnqHFUYcb","bernice"," "
"2939","Join @TheKingCenter October 19 and 20, as we host Professor @IrshadManji and her powerful learning experience, ‘Moral Courage.’ 

Register here: https://t.co/F6lriAk55X 

#NV365 #Nonviolence365 https://t.co/SaHQNkQXZm","bernice","Join  TheKingCenter October 19 and 20  as we host Professor  IrshadManji and her powerful learning experience   Moral Courage   

Register here  "
"2940","RT @TheKingCenter: Watch The King Center’s #BelovedCommunityTalks and discover how you can create the #BelovedCommunity right where you are…","bernice","RT  TheKingCenter  Watch The King Center s  BelovedCommunityTalks and discover how you can create the  BelovedCommunity right where you are "
"2941","#ItStartsWithMe #ItsAboutUs💚 https://t.co/LY5CnNtobz","bernice"," ItStartsWithMe  ItsAboutUs "
"2942","RT @soledadobrien: “THE REBELLIOUS LIFE OF MRS. ROSA PARKS”

OCTOBER 19, 2022 | @peacock 
@JHamilton71 | @redrubes14
@JeanneTheoharis 

htt…","bernice","RT  soledadobrien   THE REBELLIOUS LIFE OF MRS  ROSA PARKS 

OCTOBER 19  2022 |  peacock 
 JHamilton71 |  redrubes14
 JeanneTheoharis 

htt "
"2943","RT @AP: The future of the Voting Rights Act could hang in the balance when a group of Alabama voters argue before the Supreme Court that Al…","bernice","RT  AP  The future of the Voting Rights Act could hang in the balance when a group of Alabama voters argue before the Supreme Court that Al "
"2944","RT @GodisRivera: @BerniceKing Love you right back! I’m honored and blessed that you have been such an impactful part of my journey and my s…","bernice","RT  GodisRivera   BerniceKing Love you right back  I m honored and blessed that you have been such an impactful part of my journey and my s "
"2945","Guess who this is. 🖤 https://t.co/5fT8cdTw70","bernice","Guess who this is   "
"2946","My mother, #CorettaScottKing, was a woman of great resolve. Here she is, 3 months after my father was assassinated, speaking at Harvard Class Day. 💜 https://t.co/38BMoLYTf6","bernice","My mother   CorettaScottKing  was a woman of great resolve  Here she is  3 months after my father was assassinated  speaking at Harvard Class Day   "
"2947","#BelovedCommunityTalks are a series of courageous conversations from @TheKingCenter. They provide a platform for us to discuss the roots, outcomes, and solutions for issues and injustices that affect us all. 

View past talks: https://t.co/glckqRvqrl https://t.co/7t74rKxIXK","bernice"," BelovedCommunityTalks are a series of courageous conversations from  TheKingCenter  They provide a platform for us to discuss the roots  outcomes  and solutions for issues and injustices that affect us all  

View past talks  "
"2948","Let’s not forget #BrittneyGriner. #FreeBrittneyGriner https://t.co/LtZeEIs332","bernice","Let s not forget  BrittneyGriner   FreeBrittneyGriner "
"2949","“If I fall, I'll fall five feet four inches forward in the fight for freedom. I'm not backing off.”

So grateful for the courage, leadership, and brilliance of #FannieLouHamer, who was born 105 years ago today. https://t.co/cW3IVUwD5B","bernice"," If I fall  I ll fall five feet four inches forward in the fight for freedom  I m not backing off  

So grateful for the courage  leadership  and brilliance of  FannieLouHamer  who was born 105 years ago today  "
"2950","@rashadrobinson You’re welcome. Love you.","bernice"," rashadrobinson You re welcome  Love you "
"2951","I mourn with the families who are mourning in Thailand. https://t.co/hsNEtm8t6Z","bernice","I mourn with the families who are mourning in Thailand  "
"2952","@ColorOfChange Congratulations to you, Color of Change, and to @rashadrobinson. Thank you for the critical work that you do.","bernice"," ColorOfChange Congratulations to you  Color of Change  and to  rashadrobinson  Thank you for the critical work that you do "
"2953","This is the just thing to do. 

And it matters to so many individuals, families, and communities, particularly to Black and Brown communities who have been disproportionately targeted and jailed for marijuana use and possession. https://t.co/NhoBJyNEFZ","bernice","This is the just thing to do  

And it matters to so many individuals  families  and communities  particularly to Black and Brown communities who have been disproportionately targeted and jailed for marijuana use and possession  "
"2954","Praying for the people who are disoriented, hurting, and grieving as a result of #HurricaneIan. 

Ways to help: https://t.co/WjHWCuVgac https://t.co/HIsIamUrNM","bernice","Praying for the people who are disoriented  hurting  and grieving as a result of  HurricaneIan  

Ways to help  "
"2955","And so-called “Christians” are doing this. This is not the heart of Christ. 

People talk about #ReclaimMLK.

I think my father would agree that we need to #RecaptureChrist. 

@GregAbbott_TX @GovRonDeSantis https://t.co/Z2utgnxFZi","bernice","And so called  Christians  are doing this  This is not the heart of Christ  

People talk about  ReclaimMLK 

I think my father would agree that we need to  RecaptureChrist  

 GregAbbott TX  GovRonDeSantis "
"2956","RT @cliff_notes: I feel seen.","bernice","RT  cliff notes  I feel seen "
"2957","RT @RisherRev: Yes, anger can propel you into action. That’s what happened with me! #Emanuel9","bernice","RT  RisherRev  Yes  anger can propel you into action  That s what happened with me   Emanuel9"
"2958","@ceejford We’ll get there :-). It can be difficult.","bernice"," ceejford We ll get there      It can be difficult "
"2959","“Anger” CAN be productive. We must use it wisely and channel it into love-centered action. #Nonviolence #NV365 https://t.co/K1VuE8XAQP","bernice"," Anger  CAN be productive  We must use it wisely and channel it into love centered action   Nonviolence  NV365 "
"2960","RT @MichaelDTubbs: Still amazed and inspired by the convo with @BerniceKing and the amazing gathering that @mayorsforagi and @EconomicSecPr…","bernice","RT  MichaelDTubbs  Still amazed and inspired by the convo with  BerniceKing and the amazing gathering that  mayorsforagi and  EconomicSecPr "
"2961","Join @TheKingCenter October 19th and 20th, as we host Professor @IrshadManji and her powerful learning experience, ‘Moral Courage.’ 

Register here: https://t.co/F6lriAB87X 

#NV365 #Nonviolence https://t.co/ovn4kmCDhm","bernice","Join  TheKingCenter October 19th and 20th  as we host Professor  IrshadManji and her powerful learning experience   Moral Courage   

Register here  "
"2962","@RexChapman Happy birthday, Rex!","bernice"," RexChapman Happy birthday  Rex "
"2963","@BukkyOjeifo @ivieani Congratulations, Bukky. ❤️","bernice"," BukkyOjeifo  ivieani Congratulations  Bukky  "
"2964","You are such an inspiration and innovator, @GodisRivera. 

I know whatever your “next” is will be great because you’re in it. 

Love you. 

#TwitterVoices https://t.co/uCIkzLsmYp","bernice","You are such an inspiration and innovator   GodisRivera  

I know whatever your  next  is will be great because you re in it  

Love you  

 TwitterVoices "
"2965","#GoodNewsWednesday https://t.co/UeIZCZZpbU","bernice"," GoodNewsWednesday "
"2966","#Georgia, get ready to get out and #vote. #Voting in an effort to promote goodwill, freedom, and progress is not the only ingredient but is critical for changing the trajectory of our state and nation. Important dates in graphic. #VotingRightsAct #CivilRights #SupremeCourt https://t.co/a0A6WMw4MI","bernice"," Georgia  get ready to get out and  vote   Voting in an effort to promote goodwill  freedom  and progress is not the only ingredient but is critical for changing the trajectory of our state and nation  Important dates in graphic   VotingRightsAct  CivilRights  SupremeCourt "
"2967","RT @SIfill_: Because unless we are talking explicitly about Dems &amp; Republicans,voting rights is not front page news.This case is about repr…","bernice","RT  SIfill   Because unless we are talking explicitly about Dems  amp  Republicans voting rights is not front page news This case is about repr "
"2968","RT @nytimes: Threatened by stronger storms and a melting permafrost, Indigenous Alaskans are grappling with how to keep their stand-alone f…","bernice","RT  nytimes  Threatened by stronger storms and a melting permafrost  Indigenous Alaskans are grappling with how to keep their stand alone f "
"2969","I am excited that @TheKingCenter will be hosting #StudentsWithKing in-person tomorrow! This initiative prepares the #NextGeneration to be courageous, compassionate, and conscientious leaders. 

Learn more: https://t.co/s9KlaCiXLf https://t.co/4LHUQL5f6d","bernice","I am excited that  TheKingCenter will be hosting  StudentsWithKing in person tomorrow  This initiative prepares the  NextGeneration to be courageous  compassionate  and conscientious leaders  

Learn more  "
"2970","Join @TheKingCenter January 5-January 16 for King Holiday Observance 2023. Schedule of experiences: https://t.co/WKXa6Rpkx1 https://t.co/sBuQIsmGIc","bernice","Join  TheKingCenter January 5 January 16 for King Holiday Observance 2023  Schedule of experiences  "
"2971","RT @therecount: Take three minutes to listen to U.S. Supreme Court Justice Ketanji Brown Jackson give a history lesson on the foundations o…","bernice","RT  therecount  Take three minutes to listen to U S  Supreme Court Justice Ketanji Brown Jackson give a history lesson on the foundations o "
"2972","RT @MrAhmednurAli: Everyone is deserving of shelter. This is what our approach to the housing crisis should be grounded in. Always and in a…","bernice","RT  MrAhmednurAli  Everyone is deserving of shelter  This is what our approach to the housing crisis should be grounded in  Always and in a "
"2973","RT @DanRather: Anyone wondering if it would take time for Justice Ketanji Brown Jackson to settle into a new job, the last few days should…","bernice","RT  DanRather  Anyone wondering if it would take time for Justice Ketanji Brown Jackson to settle into a new job  the last few days should "
"2974","The #ChildrensBook #ItStartsWithMe, which I co-authored, tells the story of a young girl, Amora, on her journey to #BeLove. Purchase the book for a young leader you know. #NextGen #LinkInBio 

or purchase here: https://t.co/sgkqPASWy6 https://t.co/duL2Bd74LT","bernice","The  ChildrensBook  ItStartsWithMe  which I co authored  tells the story of a young girl  Amora  on her journey to  BeLove  Purchase the book for a young leader you know   NextGen  LinkInBio 

or purchase here  "
"2975","We must organize, strategize and mobilize to protect #VotingRights for all. #MLK #CivilRights #VotingRightsActof1965 
https://t.co/h4QnjIYtjT (2/2)","bernice","We must organize  strategize and mobilize to protect  VotingRights for all   MLK  CivilRights  VotingRightsActof1965 
"
"2976","🧵The crowning achievement of the #CivilRightsMovement, the #VotingRightsAct of 1965, was enacted to ensure that every eligible American could vote unobstructed. That basic right is being threatened EVEN NOW in the #SupremeCourt! (1/2)","bernice","The crowning achievement of the  CivilRightsMovement  the  VotingRightsAct of 1965  was enacted to ensure that every eligible American could vote unobstructed  That basic right is being threatened EVEN NOW in the  SupremeCourt   1 2 "
"2977","My mother, #CorettaScottKing, was the embodiment of #ServantLeadership to me. 💜 https://t.co/OCkUOBGUks","bernice","My mother   CorettaScottKing  was the embodiment of  ServantLeadership to me   "
"2978","I’m looking forward to @TheKingCenter’s upcoming #NV365 series on ‘Moral Courage’ with Professor @IrshadManji.

#LinkInBio or Register here: https://t.co/F6lriAjxgp https://t.co/9x8xr77r2f","bernice","I m looking forward to  TheKingCenter s upcoming  NV365 series on  Moral Courage  with Professor  IrshadManji 

 LinkInBio or Register here  "
"2979","@eunique That’s RIGHT. ❤️","bernice"," eunique That s RIGHT  "
"2980","RT @eunique: Make
Love
Known. 

It’s simple. Right @BerniceKing? 

🙏🏽","bernice","RT  eunique  Make
Love
Known  

It s simple  Right  BerniceKing  

"
"2981","RT @ABC: DEVELOPING: North Korea fires apparent ballistic missile over Japan, the country's Ministry of Defense says. https://t.co/LqcHt5CZ…","bernice","RT  ABC  DEVELOPING  North Korea fires apparent ballistic missile over Japan  the country s Ministry of Defense says  "
"2982","Black Lives Matter is a rally cry to commit to the work of ensuring that Black lives become a part of the ALL.

Multi-faceted and layered racism make it clear that Black lives are not indiscriminately among the ALL.

Do #BlackLivesMatter to you?

Let’s talk about #reparations.","bernice","Black Lives Matter is a rally cry to commit to the work of ensuring that Black lives become a part of the ALL 

Multi faceted and layered racism make it clear that Black lives are not indiscriminately among the ALL 

Do  BlackLivesMatterto you 

Let s talk about  reparations "
"2983","Social change that dismantles injustice without diminishing people requires the implementation of #nonviolence. 

Study nonviolence with @TheKingCenter: https://t.co/CrTgmzSrti
 
#CorettaScottKing #Nonviolence365 https://t.co/APMzK9HEKU","bernice","Social change that dismantles injustice without diminishing people requires the implementation of  nonviolence  

Study nonviolence with  TheKingCenter  "
"2984","I’m still going to Georgia. Who’s coming with me? @ReverendWarnock","america","I m still going to Georgia  Who s coming with me   ReverendWarnock"
"2985","As my kids get closer to being eligible for a COVID vaccine, looking for accurate information and reassurance is important to me. We can’t wait to get them vaccinated! Find vaccines at https://t.co/jQrlmfGEP2. @HHSgov #WeCanDoThis https://t.co/Cp8s8d1K0E","america","As my kids get closer to being eligible for a COVID vaccine  looking for accurate information and reassurance is important to me  We can t wait to get them vaccinated  Find vaccines at"
"2986","⚡️Come on Barbie, let’s go party! 💕 https://t.co/WM4gOkd9xc","america","Come on Barbie  let s go party   "
"2987","Going after power, focus, and strong support systems in 2022. Physically, mentally, spiritually, creatively… let’s go. #gameface https://t.co/6twvVudYth","america","Going after power  focus  and strong support systems in 2022  Physically  mentally  spiritually  creatively  let s go   gameface "
"2988","Loved returning to an in-person Emmys to celebrate great storytelling, and absolutely thrilled to begin my journey as an official @COVERGIRL. And above all, I’m so thankful for the privilege of my health and safety! Thank you 2021! 💜💙♥️","america","Loved returning to an in person Emmys to celebrate great storytelling  and absolutely thrilled to begin my journey as an official  COVERGIRL  And above all  I m so thankful for the privilege of my health and safety  Thank you 2021  "
"2989","…directing season 2 of @gentefied with people I love, ending 6 seasons of @NBCSuperstore with more people I love. Celebrating 10 years of marriage with @rpierswilliams, and delighting in our little humans every day! And while the moments of glitz &amp; glam were few, they were fun!","america"," directing season 2 of  gentefied with people I love  ending 6 seasons of  NBCSuperstore with more people I love  Celebrating 10 years of marriage with  rpierswilliams  and delighting in our little humans every day  And while the moments of glitz  amp  glam were few  they were fun "
"2990","2021 was a centering year. I made space for my creative self and practiced nourishment and rest. I’m deeply grateful for the last year with my loved ones and the daily opportunity to live in the present moment. Some of the year’s highlights are pictured… https://t.co/V4U6AfVOZf","america","2021 was a centering year  I made space for my creative self and practiced nourishment and rest  I m deeply grateful for the last year with my loved ones and the daily opportunity to live in the present moment  Some of the year s highlights are pictured  "
"2991","RT @poderistas: 📣 Tune in this Monday at 4 pm PT/ 7 pm ET on our Instagram as @everythingloria the jefa behind 💖 @withloveonprime &amp; our co-…","america","RT  poderistas   Tune in this Monday at 4 pm PT  7 pm ET on our Instagram as  everythingloria the jefa behind   withloveonprime  amp  our co  "
"2992","Did someone say 6 days till Christmas?? ❤️💚 #Countdown #HolidayCheer https://t.co/my0q4GkiPf","america","Did someone say 6 days till Christmas     Countdown  HolidayCheer "
"2993","So, which Amy are you? 🎄⛄️ https://t.co/biowTqReGG","america","So  which Amy are you   "
